key,count,pdf_count,example,first_pdf,first_location,pdfs
vorhandenen_graeben_in_abstimmung_mit_der_oberen_landespflegebehoerde,3,3,"vorhandenen Gräben in Abstimmung mit der oberen Landespflegebehörde,",NSG-7100-282,§ 6,"NSG-7100-282,NSG-7100-283,NSG-7100-284"
vorhandenen_hochspannungsfreileitungen,1,1,vorhandenen Hochspannungsfreileitungen.,NSG-7300-098,§ 5,NSG-7300-098
vorhandenen_landschaftsbestandteile_insbesondere_der_vorhandenen_hecken_jeder,1,1,"vorhandenen  Landschaftsbestandteile,  insbesondere  der  vorhandenen  Hecken  jeder",NSG-7100-037,§ 3,NSG-7100-037
vorhandenen_obstbaumbestaenden,1,1,"vorhandenen Obstbaumbeständen,",NSG-7100-248,§ 4 ist nicht anzuwenden auf die von der Landespflegebehörde,NSG-7100-248
vorhandenen_postfernmeldekabel,1,1,vorhandenen Postfernmeldekabel.,NSG-7100-106,§ 6,NSG-7100-106
vorhandenen_ruhebank_an_der_suedlichen_nsg_grenze,1,1,"vorhandenen Ruhebank an der südlichen NSG-Grenze,",NSG-7100-105,§ 4,NSG-7100-105
vorhandenen_strassen_und_wege,1,1,"vorhandenen Straßen und Wege,",NSG-7100-145,"§ 4 ist nicht anzuwenden auf Maßnahmen, die erforderlich sind:",NSG-7100-145
vorhandenen_ver_und_entsorgungseinrichtungen_fernmeldeanlagen_leitungen,1,1,"vorhandenen  Ver-  und  Entsorgungseinrichtungen,  Fernmeldeanlagen,  Leitungen",NSG-7300-227,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die erforderlich sind",NSG-7300-227
vorhandenen_ver_und_entsorgungseinrichtungen_leitungen,1,1,"vorhandenen  Ver-  und  Entsorgungseinrichtungen,  Leitungen",NSG-7300-221,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die erforderlich sind",NSG-7300-221
vorhandenen_ver_und_entsorgungseinrichtungen_leitungen_und,1,1,"vorhandenen Ver- und Entsorgungseinrichtungen, Leitungen und",NSG-7300-224,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-224
vorhandenen_wege,1,1,"vorhandenen Wege,",NSG-7100-146,"§ 4 ist nicht anzuwenden auf Maßnahmen, die erforderlich sind:",NSG-7100-146
vorhandenen_weges_von_der_amalienhoehe_zum_nachtigallenweiher_fuer,1,1,vorhandenen Weges von der Amalienhöhe zum Nachtigallenweiher für,NSG-7300-218,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-218
vorhandenen_wirtschaftswege_zu_befahren,1,1,vorhandenen Wirtschaftswege zu befahren;,NSG-7300-147,§4,NSG-7300-147
vorhandener_anlagen_die_der_oeffentlichen_trinkwasserversorgung_dienen,1,1,"vorhandener Anlagen, die der öffentlichen Trinkwasserversorgung dienen,",NSG-7100-244,§ 5,NSG-7100-244
vorhandener_draenageanlagen,1,1,"vorhandener Dränageanlagen,",NSG-7100-179,§ 5,NSG-7100-179
vorher_bis_zum_weg_flurst_nr_225_1,1,1,vorher bis zum Weg Flurst.Nr. 225/1.,NSG-7300-102,§ 2,NSG-7300-102
vorher_nicht_mit_wald_bestockt_waren,1,1,"vorher nicht mit Wald bestockt waren,",NSG-7100-267,"§ 4 Abs. 1 Ziff. 26 Flächen im ehemaligen Bruchbereich aufforstet, die",NSG-7100-267
vorheriger_zustimmung,1,1,vorheriger Zustimmung,NSG-7300-210,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",NSG-7300-210
vorheriger_zustimmung_der_landespflegebehoerde,1,1,vorheriger Zustimmung der Landespflegebehörde;,NSG-7300-212,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",NSG-7300-212
vorkommenden_biotopen_hier_insbesondere_der_artenreichen_feuchtwiesen_der,1,1,"vorkommenden Biotopen, hier insbesondere der artenreichen Feuchtwiesen, der",NSG-7100-257,§ 3,NSG-7100-257
vorkommens_von_naturnahen_waldgesellschaften_felsgebueschen_und,1,1,"Vorkommens von naturnahen Waldgesellschaften, Felsgebüschen und",NSG-7100-253,§ 3,NSG-7100-253
vorliegender_genehmigungen,1,1,"vorliegender Genehmigungen,",NSG-7100-294,§ 5,NSG-7100-294
vorliegt,1,1,vorliegt;,NSG-7300-187,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-187
vorn_21_april_1992,1,1,Vorn 21. April 1992,NSG-7300-175,liste,NSG-7300-175
vorn_29_09_1989,1,1,Vorn 29.09.1989,NSG-7300-109,liste,NSG-7300-109
vorn_genannten_weges_entlang_der_ostseite_des_stuedenbachta,1,1,vorn genannten Weges entlang der Ostseite des Stüdenbachta-,NSG-7300-164,§ 2,NSG-7300-164
vornimmt,43,43,vornimmt.“,NSG-7100-048,§ 7,"NSG-7100-048,NSG-7100-115,NSG-7100-128,NSG-7100-138,NSG-7100-149,NSG-7100-159,NSG-7100-160,NSG-7100-161,NSG-7100-165,NSG-7100-170,NSG-7100-175,NSG-7100-178,NSG-7100-186,NSG-7100-189,NSG-7100-191,NSG-7100-192,NSG-7100-194,NSG-7100-213,NSG-7100-215,NSG-7100-228…"
vornimmt_handelt_ordnungswidrig,1,1,"vornimmt, handelt ordnungswidrig,",NSG-7300-018,§ 7,NSG-7300-018
vornimmt_massnahmen_zur_entwaesserung_oder_zum_anstauen_des,3,3,"vornimmt, Maßnahmen zur Entwässerung oder zum Anstauen des",NSG-7100-047,§ 7,"NSG-7100-047,NSG-7100-061,NSG-7100-063"
vornimmt_oder_die_bodengestalt_auf_andere_weise_veraendert,26,26,vornimmt oder die Bodengestalt auf andere Weise verändert;,NSG-7100-083,§ 6,"NSG-7100-083,NSG-7100-094,NSG-7100-095,NSG-7100-116,NSG-7100-163,NSG-7100-176,NSG-7100-188,NSG-7100-206,NSG-7100-257,NSG-7100-275,NSG-7300-109,NSG-7300-110,NSG-7300-111,NSG-7300-116,NSG-7300-117,NSG-7300-118,NSG-7300-121,NSG-7300-147,NSG-7300-150,NSG-7300-151…"
vornimmt_oder_wer_sprengungen_oder_bohrungen_durchfuehrt,1,1,vornimmt oder wer Sprengungen oder Bohrungen durchführt;,NSG-7300-185,§ 6,NSG-7300-185
vornimmt_vornehmen_laesst_die_dem,1,1,"vornimmt/vornehmen lässt, die dem",NSG-7100-049,§ 8,NSG-7100-049
vorrichtungen_zu,1,1,Vorrichtungen zu,NSG-7100-294,§ 4,NSG-7100-294
vorrichtungen_zu_ihrem_fang_anzubringen_sie_zu_fangen,6,6,"Vorrichtungen zu ihrem Fang anzubringen, sie zu fangen,",NSG-7300-055,§ 4,"NSG-7300-055,NSG-7300-114,NSG-7300-130,NSG-7300-131,NSG-7300-135,NSG-7300-169"
vorsaetzlich_oder_entgegen,1,1,vorsätzlich oder entgegen,NSG-7100-071,§ 6,NSG-7100-071
vorsaetzlich_oder_faehrlaessig_entgegen,1,1,vorsätzlich oder fährlässig entgegen,NSG-7100-279,§ 7,NSG-7100-279
vorsaetzlich_oder_fahrlaessig_den_wasserwirtschaftlich_gebotenen,1,1,vorsätzlich oder fahrlässig den wasserwirtschaftlich gebotenen,NSG-7300-141,§ 6,NSG-7300-141
vorsaetzlich_oder_fahrlaessig_entgegen,27,27,vorsätzlich oder fahrlässig entgegen,NSG-7100-051,§ 5,"NSG-7100-051,NSG-7100-053,NSG-7100-054,NSG-7100-055,NSG-7100-061,NSG-7100-062,NSG-7100-063,NSG-7100-064,NSG-7100-070,NSG-7100-072,NSG-7100-081,NSG-7100-085,NSG-7100-087,NSG-7100-091,NSG-7100-206,NSG-7100-210,NSG-7100-260,NSG-7100-264,NSG-7100-272,NSG-7100-278…"
vorsaetzlich_oder_fahrlaessig_ohne_genehmigung_der_oberen_landespflegebehoerde,1,1,vorsätzlich oder fahrlässig ohne Genehmigung der oberen Landespflegebehörde,NSG-7100-081,§ 6,NSG-7100-081
vorsaetzlich_oder_fahrlaessig_ohne_genehmigung_entgegen,1,1,vorsätzlich oder fahrlässig ohne Genehmigung entgegen:,NSG-7100-069,§ 6,NSG-7100-069
vorschriften_dieser_rechtsverordnung,1,1,Vorschriften dieser Rechtsverordnung.,NSG-7300-151,§ 2,NSG-7300-151
vorschriften_dieser_verordnung_widersprechen_so_hat_der_eigentuemer,1,1,"Vorschriften dieser Verordnung widersprechen, so hat der Eigentümer",NSG-7100-049,§ 7,NSG-7100-049
vorschriften_notwendige_behoerdliche_zulassung_ersetzt_wenn_die_landes,1,1,"vorschriften notwendige behördliche Zulassung ersetzt, wenn die Landes-",NSG-7100-165,§ 4,NSG-7100-165
vorstehend_beschriebenen_teilflaeche_des_flurstuecks_nr_45,1,1,vorstehend beschriebenen Teilfläche des Flurstücks Nr. 45).,NSG-7100-195,§ 2,NSG-7100-195
voruebergehende_aufstellen_von_fahrbaren_waldarbeiterschutzhuetten,3,3,"vorübergehende Aufstellen von fahrbaren Waldarbeiterschutzhütten,",NSG-7100-061,§ 4,"NSG-7100-061,NSG-7100-063,NSG-7100-070"
vorzuneh_men_schutt_oder_bodenbestandteile_einzubringen_oder_die,1,1,"vorzuneh-men, Schutt oder Bodenbestandteile einzubringen oder die",NSG-7100-047,§ 3,NSG-7100-047
vorzunehmen,56,55,"vorzunehmen,",NSG-7100-106,§ 4,"NSG-7100-106,NSG-7100-113,NSG-7100-131,NSG-7100-134,NSG-7100-143,NSG-7100-150,NSG-7100-166,NSG-7100-175,NSG-7100-190,NSG-7100-193,NSG-7100-198,NSG-7100-209,NSG-7100-234,NSG-7100-240,NSG-7100-242,NSG-7100-246,NSG-7100-248,NSG-7100-249,NSG-7100-252,NSG-7100-254…"
vorzunehmen_die_karte,1,1,vorzunehmen.  Die  Karte,NSG-7100-265,§ 5,NSG-7100-265
vorzunehmen_oder_bodenbestandteile_einzubringen_oder_die,1,1,vorzunehmen  oder  Bodenbestandteile  einzubringen  oder  die,NSG-7100-007,§ 3,NSG-7100-007
vorzunehmen_oder_sprengungen_oder_bohrungen_durchzufuehren,1,1,vorzunehmen oder Sprengungen oder Bohrungen durchzuführen;,NSG-7300-227,§ 4,NSG-7300-227
vorzunehmen_schutt_oder_bodenbestandteile_einzubringen,2,2,"vorzunehmen, Schutt oder Bodenbestandteile einzubringen",NSG-7300-006,§ 3,"NSG-7300-006,NSG-7300-008"
vorzunehmen_schutt_oder_bodenbestandteile_einzubringen_oder,1,1,"vorzunehmen, Schutt oder Bodenbestandteile einzubringen oder",NSG-7300-009,§ 3,NSG-7300-009
vorzunehmen_schutt_oder_bodenbestandteile_einzubringen_oder_die,29,29,"vorzunehmen, Schutt oder Bodenbestandteile einzubringen oder die",NSG-7100-011,§ 3,"NSG-7100-011,NSG-7100-013,NSG-7100-015,NSG-7100-018,NSG-7100-019,NSG-7100-020,NSG-7100-021,NSG-7100-022,NSG-7100-024,NSG-7100-026,NSG-7100-027,NSG-7100-028,NSG-7100-029,NSG-7100-030,NSG-7100-031,NSG-7100-032,NSG-7100-034,NSG-7100-035,NSG-7100-040,NSG-7100-043…"
vorzunehmen_sowie_watfischerei_zu_betreiben,2,2,vorzunehmen sowie Watfischerei zu betreiben.,NSG-7100-273,§ 4,"NSG-7100-273,NSG-7100-274"
vulkaneifel_vom_27_juni_2011_rvo_7100,1,1,Vulkaneifel  vom 27. Juni 2011 (RVO-7100-,NSG-7100-304,§ 9 ........................................................................................................ 7,NSG-7100-304
vulkanlandschaft_der_eifel_mit_4_maaren,1,1,"Vulkanlandschaft der Eifel mit 4 Maaren,",NSG-7100-122,§ 3,NSG-7100-122
w_a_n_z_i_g_e_r,1,1,w a n z i g e r,NSG-7100-184,§ 7,NSG-7100-184
w_e_b_e_r,1,1,W e b e r,NSG-7300-013,§ 12,NSG-7300-013
wacholderbuesche_zu_raeucherzwecken_oder_anderer_verwendung_zu,1,1,Wacholderbüsche zu Räucherzwecken oder anderer Verwendung zu,NSG-7300-003,§ 3,NSG-7300-003
wacholdergruppen_wildrosen_baeume_und_gehoelze,1,1,"Wacholdergruppen, Wildrosen, Bäume und Gehölze.",NSG-7100-039,§ 3,NSG-7100-039
wacholderhalde_in_der_gemarkung_nothweiler_landkreis_pirmasens,1,1,"Wacholderhalde in der Gemarkung Nothweiler, Landkreis Pirmasens",NSG-7300-003,liste,NSG-7300-003
wacholderheide_westernohe_vom_17_01_1950_rvo_7100_19500117t120000_2,1,1,Wacholderheide Westernohe vom 17.01.1950 (RVO-7100-19500117T120000) .. 2,NSG-7100-032,liste,NSG-7100-032
wacholderschutzgebiet_bei_demerath_im_kreise,1,1,Wacholderschutzgebiet bei Demerath im Kreise,NSG-7100-041,§ 7 ........................................................................................................ 5,NSG-7100-041
wacholdervorkommen_und_den_naturgenuss_in_anderer_weise_beeintraechtigen,1,1,Wacholdervorkommen und den Naturgenuss in anderer Weise beeinträchtigen.,NSG-7100-032,§ 3,NSG-7100-032
wachsende_pflanzen_und_wildlebende_tierarten_und_ihrer_lebens,1,1,wachsende Pflanzen- und wildlebende Tierarten und ihrer Lebens-,NSG-7300-195,§ 3,NSG-7300-195
wachsender_pflanzen_und_wildlebender_tierarten_und_ihrer_le,1,1,wachsender Pflanzen- und wildlebender Tierarten und ihrer Le-,NSG-7300-164,§ 3,NSG-7300-164
wachsender_pflanzenarten_lebens_und_teillebensraum_rast_ueber,1,1,"wachsender Pflanzenarten, Lebens- und Teillebensraum, Rast-, Über-",NSG-7300-125,§ 3,NSG-7300-125
wachsender_pflanzenarten_lebensstaette_rast_ueberwinterungs_und,1,1,"wachsender Pflanzenarten, Lebensstätte, Rast-, Überwinterungs- und",NSG-7300-138,§ 3,NSG-7300-138
wachsender_pflanzenarten_und_als_lebens_und_teillebensraeume_typi,1,1,wachsender Pflanzenarten und als Lebens- und Teillebensräume typi-,NSG-7300-094,§ 3,NSG-7300-094
wachsender_pflanzenarten_und_als_lebens_und_teillebensraum_typi,1,1,wachsender Pflanzenarten und als Lebens- und Teillebensraum typi-,NSG-7300-093,§ 3,NSG-7300-093
wachsender_pflanzenarten_und_ihrer_lebensgemeinschaften_sowie,1,1,wachsender Pflanzenarten und ihrer Lebensgemeinschaften sowie,NSG-7300-189,§ 3,NSG-7300-189
wachsender_pflanzenarten_und_pflanzengesellschaften,1,1,"wachsender Pflanzenarten und Pflanzengesellschaften,",NSG-7300-196,§ 3,NSG-7300-196
wachsender_pflanzenarten_und_pflanzengesellschaften_und_als,1,1,wachsender Pflanzenarten und Pflanzengesellschaften und als,NSG-7300-160,§ 3,NSG-7300-160
wachsender_pflanzenarten_und_pflanzengesellschaften_und_als_le,3,3,wachsender Pflanzenarten und Pflanzengesellschaften und als Le-,NSG-7300-184,§ 3,"NSG-7300-184,NSG-7300-188,NSG-7300-191"
wachstum_behindern_oder_sie_erdruecken_zu_entfernen,1,1,Wachstum behindern oder sie erdrücken zu entfernen.,NSG-7300-003,§ 4,NSG-7300-003
wackernheim_am_gemeinsamen_schnittpunkt_der_ortsstrasse_der_untere,1,1,Wackernheim am gemeinsamen Schnittpunkt der Ortsstraße „Der untere,NSG-7300-206,§ 7,NSG-7300-206
waehrend_der_dienststunden_ausgelegt,1,1,während der Dienststunden ausgelegt,NSG-7300-018,§ 2,NSG-7300-018
waehrend_der_ueblichen_dienstzeiten_einsehbar,1,1,während der üblichen Dienstzeiten einsehbar.,NSG-7100-306,§ 2,NSG-7100-306
waehrend_des_nackenheimer_weinfestes,1,1,während des Nackenheimer Weinfestes;,NSG-7300-201,§ 5,NSG-7300-201
waeldern_mit_fliess_und_stillgewaessertypen_roehrichten_und,1,1,"Wäldern mit Fließ- und Stillgewässertypen, Röhrichten und",NSG-7300-185,§ 3,NSG-7300-185
waermeliebender_gebuesch_saeume_artenreicher_laubwald_und_fels_oekosysteme,1,1,"wärmeliebender Gebüsch-Säume, artenreicher Laubwald- und Fels-Ökosysteme",NSG-7100-248,§ 3,NSG-7100-248
waertigen_verlaengerung_der_nordwestgrenze_des_flurstuecks,1,1,wärtigen Verlängerung der Nordwestgrenze des Flurstücks,NSG-7300-048,§ 2,NSG-7300-048
waertiger_richtung_entlang_der_flurstuecksgrenze_flurstueck_683_1_flurstueck,1,1,wärtiger  Richtung  entlang  der  Flurstücksgrenze  Flurstück  683/1/Flurstück,NSG-7100-228,§ 2,NSG-7100-228
waertiger_richtung_entlang_dieser_gemarkungsgrenze_bis_zum,1,1,wärtiger Richtung entlang dieser Gemarkungsgrenze bis zum,NSG-7300-068,§ 2,NSG-7300-068
waerts_nach_nordwesten_nach_seiner_abzweigung_nach_nordos,1,1,"wärts nach Nordwesten, nach seiner Abzweigung nach Nordos-",NSG-7300-174,§ 2,NSG-7300-174
waerts_zum_unteren_schwalbenweg_und_ausgangspunkt_dieser_grenzbe,1,1,wärts zum Unteren Schwalbenweg und Ausgangspunkt dieser Grenzbe-,NSG-7300-206,§ 7,NSG-7300-206
waesser_nachteilig_beeintraechtigen_koennen,1,1,wässer nachteilig beeinträchtigen können;,NSG-7300-183,§ 6,NSG-7300-183
waesser_und_graeben_einschliesslich_der_unterhaltung_ausser,1,1,wässer und Gräben einschließlich der Unterhaltung außer-,NSG-7300-135,§ 5,NSG-7300-135
waesser_und_graeben_einschliesslich_der_unterhaltung_der,2,2,"wässer und Gräben, einschließlich der Unterhaltung der",NSG-7300-125,§ 5,"NSG-7300-125,NSG-7300-131"
waessern_schluten_roehrichtflaechen_und_maehwiesen_mosaikartig,1,1,"wässern (Schluten), Röhrichtflächen und Mähwiesen mosaikartig",NSG-7300-105,§ 3,NSG-7300-105
waessers_einschliesslich_der_veraenderung_ihrer_vegetationsstruktur,1,1,"wässers einschließlich der Veränderung ihrer Vegetationsstruktur,",NSG-7100-127,§ 4,NSG-7100-127
waessertypen_und_kleineren_bruchwaldflaechen,1,1,"wässertypen und kleineren Bruchwaldflächen,",NSG-7300-186,§ 3,NSG-7300-186
waesserung_zu_benutzen_oder_den_wasserhaushalt_in_irgendei,1,1,wässerung zu benutzen oder den Wasserhaushalt in irgendei-,NSG-7300-193,§ 4,NSG-7300-193
waesserungsmassnahmen_durchfuehrt_oberflaechen_oder_grundwasser,1,1,"wässerungsmaßnahmen durchführt, Oberflächen- oder Grundwasser",NSG-7100-128,§ 7,NSG-7100-128
waesserungsmassnahmen_durchfuehrt_oder_das_oberflaechen_oder_grund,2,2,wässerungsmaßnahmen durchführt oder das Oberflächen- oder Grund-,NSG-7100-115,§ 7,"NSG-7100-115,NSG-7100-138"
wagen_aufstellt,1,1,wagen aufstellt;,NSG-7300-161,§ 6,NSG-7300-161
wagen_aufzustellen,1,1,wagen aufzustellen;,NSG-7300-164,§ 4,NSG-7300-164
wagen_aufzustellen_zu_zelten_feuer_anzuzuenden_sowie_mo,1,1,"wagen aufzustellen, zu zelten, Feuer anzuzünden sowie Mo-",NSG-7300-056,§ 4,NSG-7300-056
wagen_oder_verkaufsstaende_aller_art_aufstellt,1,1,wagen oder Verkaufsstände aller Art aufstellt;,NSG-7300-186,§ 6,NSG-7300-186
wald_abwaerts_zum_forster_saengerheim_flurstueck_nr_2581_8,1,1,Wald abwärts zum Forster Sängerheim Flurstück-Nr. 2581/8,NSG-7300-174,§ 2,NSG-7300-174
wald_als_zusammenhaengenden_biotopkomplex_sowie,1,1,Wald als zusammenhängenden Biotopkomplex sowie,NSG-7300-217,§ 3,NSG-7300-217
wald_ausser_auf_waldwegen_reitet,2,2,"Wald außer auf Waldwegen reitet,",NSG-7100-304,§ 7,"NSG-7100-304,NSG-7100-307"
wald_bestockt_waren,3,3,"Wald bestockt waren,",NSG-7100-267,§ 4,"NSG-7100-267,NSG-7300-029,NSG-7300-202"
wald_bleckhausen,1,1,Wald Bleckhausen).,NSG-7100-013,§ 2,NSG-7100-013
wald_die_waldabteilung_27_b,1,1,Wald die Waldabteilung 27 b.,NSG-7100-217,§ 2,NSG-7100-217
wald_in_eine_andere_nutzungsart_umzuwandeln,4,4,"8.  Wald in eine andere Nutzungsart umzuwandeln,",NSG-7100-261,§ 4,"NSG-7100-261,NSG-7100-266,NSG-7100-280,NSG-7100-281"
wald_in_einer_dem_schutzzweck_zuwiderlaufenden_weise_zu,1,1,19.  Wald in einer dem Schutzzweck zuwiderlaufenden Weise zu,NSG-7300-041,§ 4,NSG-7300-041
wald_mit_angrenzenden_naturnahen_gebuesch_und_laubwald_formationen,1,1,wald mit angrenzenden naturnahen Gebüsch- und Laubwald-Formationen,NSG-7100-242,§ 3,NSG-7100-242
wald_oder_streuobstbestaende_zu_roden,1,1,"14.  Wald oder Streuobstbestände zu roden,",NSG-7100-269,§ 4,NSG-7100-269
wald_und_waldrandflaechen_trockenmauern_und_weinbergster,14,14,"Wald- und Waldrandflächen, Trockenmauern und Weinbergster-",NSG-7300-108,§ 3,"NSG-7300-108,NSG-7300-112,NSG-7300-113,NSG-7300-115,NSG-7300-146,NSG-7300-148,NSG-7300-149,NSG-7300-152,NSG-7300-153,NSG-7300-155,NSG-7300-166,NSG-7300-173,NSG-7300-174,NSG-7300-176"
wald_zu_roden,113,110,"16.  Wald  zu  roden,",NSG-7100-008,§ 4,"NSG-7100-008,NSG-7100-017,NSG-7100-025,NSG-7100-042,NSG-7100-068,NSG-7100-079,NSG-7100-080,NSG-7100-083,NSG-7100-085,NSG-7100-086,NSG-7100-087,NSG-7100-089,NSG-7100-092,NSG-7100-093,NSG-7100-094,NSG-7100-095,NSG-7100-099,NSG-7100-102,NSG-7100-109,NSG-7100-110…"
wald_zu_roden_mit_ausnahme_in_den_talsohlen,1,1,"8.  Wald zu roden, mit Ausnahme in den Talsohlen,",NSG-7100-252,§ 4,NSG-7100-252
wald_zu_roden_oder_flaechen_aufzuforsten,1,1,Wald zu roden oder Flächen aufzuforsten;,NSG-7300-027,§ 4,NSG-7300-027
wald_zu_roden_oder_flaechen_erstmalig_aufzuforsten,1,1,"Wald zu roden oder Flächen erstmalig aufzuforsten,",NSG-7100-128,§ 4,NSG-7100-128
waldabteilung_1_des_staatswaldes_gemarkung_perscheid,1,1,Waldabteilung 1 des Staatswaldes/Gemarkung Perscheid.,NSG-7100-139,§ 2,NSG-7100-139
waldabteilung_27,1,1,Waldabteilung 27.,NSG-7100-211,§ 2,NSG-7100-211
waldabteilung_32_gebildete_westteil_des_flurstuecks_645_45,1,1,Waldabteilung 32 gebildete Westteil des Flurstücks 645/45.,NSG-7100-211,§ 2,NSG-7100-211
waldabteilungen_9_und_11_des_gemeindewaldes_berod_abbaut,1,1,Waldabteilungen 9 und 11 des Gemeindewaldes Berod abbaut.,NSG-7100-084,§ 6,NSG-7100-084
waldalgesheim_und_weiler_bei_bingen,1,1,Waldalgesheim und Weiler bei Bingen.,NSG-7300-218,§ 2,NSG-7300-218
waldarbeiterschutzwagen,1,1,Waldarbeiterschutzwagen;,NSG-7100-121,§ 6,NSG-7100-121
waldarbeiterschutzwagen_mit_den_einschraenkungen_der_nr_12_und,1,1,Waldarbeiterschutzwagen mit den Einschränkungen der Nr. 12 und,NSG-7100-153,§ 6,NSG-7100-153
waldbaus_ausserhalb_einvernehmlich_mit_der_landespflegebe,1,1,Waldbaus außerhalb einvernehmlich mit der Landespflegebe-,NSG-7300-199,§ 5,NSG-7300-199
waldbereichen_der_unmittelbar_an_den_glan_angrenzenden_wiesen,1,1,"waldbereichen, der unmittelbar an den Glan angrenzenden Wiesen-",NSG-7300-104,§ 3,NSG-7300-104
waldbestaende_gilt,1,1,"Waldbestände gilt,",NSG-7100-252,§ 4,NSG-7100-252
waldbildungszentrum_rheinland_pfalz_beduerfen_der_vorherigen_genehmigung,1,1,Waldbildungszentrum Rheinland-Pfalz – bedürfen der vorherigen Genehmigung,NSG-7100-309,§ 4,NSG-7100-309
waldboeckelheim_die_waldabteilung_51_des_gemeindewaldes_waldboeckelheim,1,1,Waldböckelheim die Waldabteilung 51 des Gemeindewaldes Waldböckelheim.,NSG-7100-094,§ 2,NSG-7100-094
walde_zu_roden,1,1,18.  Walde zu roden;,NSG-7100-091,§ 4,NSG-7100-091
waldes,2,2,Waldes.,NSG-7100-169,§ 3,"NSG-7100-169,NSG-7300-217"
waldes_als,1,1,Waldes als,NSG-7100-110,§ 3,NSG-7100-110
waldes_bedeutsame_baumgruppen_einzelbaeume_straeucher_oder,1,1,"Waldes bedeutsame Baumgruppen, Einzelbäume, Sträucher oder",NSG-7300-027,§ 4 Nr. 24 für die Landschaft außerhalb des geschlossenen,NSG-7300-027
waldes_die_das_landschaftsbild_stoeren_und_von_jagdhuetten,5,5,"Waldes, die das Landschaftsbild stören, und von Jagdhütten,",NSG-7100-240,§ 6,"NSG-7100-240,NSG-7100-263,NSG-7100-271,NSG-7100-273,NSG-7100-274"
waldes_oder_weihnachtsbaum_oder_schmuckreisigkulturen_neu_oder,1,1,"Waldes –, oder Weihnachtsbaum- oder Schmuckreisigkulturen neu oder",NSG-7300-224,"§ 4 Nr. 4  Inschriften, Plakate, Markierungen, Bild- oder Schrifttafeln",NSG-7300-224
waldes_zum_ausgangspunkt_der_grenzbeschreibung,1,1,Waldes zum Ausgangspunkt der Grenzbeschreibung.,NSG-7300-161,§ 2,NSG-7300-161
waldfestes_im_bereich_der_steckenschlaeaeferklamm_sowei_t,1,1,Waldfestes im Bereich der „Steckenschlääferklamm“; sowei t,NSG-7300-074,§ 5,NSG-7300-074
waldgesellschaften_als_standorte_seltener_pflanzenarten_und,1,1,Waldgesellschaften als Standorte seltener Pflanzenarten und,NSG-7300-027,§ 3,NSG-7300-027
waldhof_falkenstein_entlang_dieser_gemarkungsgrenze_in_westlicher,2,1,Waldhof-Falkenstein; entlang dieser Gemarkungsgrenze in westlicher,NSG-7100-128,§ 2,NSG-7100-128
waldlehrpfades,1,1,"Waldlehrpfades,",NSG-7300-160,§ 5,NSG-7300-160
waldorf_teile_der_flur_10,1,1,Waldorf Teile der Flur 10.,NSG-7100-086,§ 2,NSG-7100-086
waldraender,1,1,Waldränder,NSG-7100-272,§ 3,NSG-7100-272
waldraendern_schilfwiesen_als_standorte_typischer_und_seltener_wild,1,1,"Waldrändern, Schilfwiesen als Standorte typischer und seltener wild-",NSG-7300-094,§ 3,NSG-7300-094
waldrandflaechen_trockenmauern_und_weinbergsterrassen,3,3,"Waldrandflächen, Trockenmauern und Weinbergsterrassen",NSG-7300-147,§ 3,"NSG-7300-147,NSG-7300-151,NSG-7300-154"
waldrelikten_und_sonstigen_gehoelzbestaenden_einschl_kopfbaeumen,1,1,"waldrelikten und sonstigen Gehölzbeständen einschl. Kopfbäumen,",NSG-7300-134,§ 3,NSG-7300-134
waldschaenke_lenneberg_flurstueck_8_und_deren_zufahrtsweg,1,1,"-  Waldschänke Lenneberg, Flurstück 8, und deren Zufahrtsweg",NSG-7300-187,§ 2,NSG-7300-187
waldweiler_entlang_dieser_gemarkungsgrenze_in_suedoestlicher_bzw_suedwest,1,1,Waldweiler entlang dieser Gemarkungsgrenze in südöstlicher bzw. südwest-,NSG-7100-286,§ 2,NSG-7100-286
waldwirtschaft,14,14,Waldwirtschaft;,NSG-7100-051,"§ 3 ist nicht anzuwenden auf Maßnahmen, die erforderlich sind:","NSG-7100-051,NSG-7100-052,NSG-7100-054,NSG-7100-055,NSG-7100-059,NSG-7100-060,NSG-7100-061,NSG-7100-063,NSG-7100-064,NSG-7100-065,NSG-7100-070,NSG-7100-071,NSG-7100-074,NSG-7100-109"
waldwirtschaftsweges_entlang_bis_zur_einmuendung_in_die_obersteinbacher,1,1,Waldwirtschaftsweges entlang bis zur Einmündung in die Obersteinbacher,NSG-7300-027,§ 2,NSG-7300-027
walkmuehltales_entlang_der_gemarkungsgrenze_zum_talanfang_zu,1,1,Walkmühltales entlang der Gemarkungsgrenze zum Talanfang zu-,NSG-7300-194,§ 2,NSG-7300-194
